variable,value,row_path,col_path_1,col_path_2,col_path_3,col_path_4,col_path_5,data_type,col_path_1_values,col_path_2_values,col_path_3_values,col_path_4_values,col_path_5_values
Ads and data,"{'Ad Interests': {'AdInterestCategories': 'string'}, 'Instant Form Ads Responses': {'ResponsesList': 'object'}, 'Off TikTok Activity': {'OffTikTokActivityDataList': 'object'}}",Ad Interests,AdInterestCategories,,,,,string,{'AdInterestCategories': 'string'},string,,,
App Settings,"{'Block List': {'App': 'number', 'BlockList': 'object'}, 'Settings': {'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'object', 'Keyword filters for videos in For You feed': 'object', 'Video Languages Preferences': 'object'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}}",Block List,App,,,,,number,"{'App': 'number', 'BlockList': 'object'}",number,,,
App Settings,"{'Block List': {'App': 'number', 'BlockList': 'object'}, 'Settings': {'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'object', 'Keyword filters for videos in For You feed': 'object', 'Video Languages Preferences': 'object'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}}",Block List,BlockList,,,,,object,"{'App': 'number', 'BlockList': 'object'}",object,,,
Comment,"{'Comments': {'App': 'number', 'CommentsList': 'object'}}",Comments,App,,,,,number,"{'App': 'number', 'CommentsList': 'object'}",number,,,
Comment,"{'Comments': {'App': 'number', 'CommentsList': 'object'}}",Comments,CommentsList,,,,,object,"{'App': 'number', 'CommentsList': 'object'}",object,,,
Direct Message,{'Direct Messages': {'ChatHistory': {}}},Direct Messages,ChatHistory,,,,,,{'ChatHistory': {}},{},,,
Income Plus Wallet Transactions,{'Transaction History': {'TransactionsList': 'object'}},Transaction History,TransactionsList,,,,,object,{'TransactionsList': 'object'},object,,,
Location Review,{'Location Reviews': {'ReviewsList': 'object'}},Location Reviews,ReviewsList,,,,,object,{'ReviewsList': 'object'},object,,,
Post,"{'Posts': {'VideoList': 'object'}, 'Recently Deleted Posts': {'PostList': 'object'}}",Posts,VideoList,,,,,object,{'VideoList': 'object'},object,,,
Profile,"{'AI-Moji': {'CreateDate': 'string', 'AIMojiList': 'object'}, 'Autofill': {'PhoneNumber': 'string', 'Email': 'string', 'FirstName': 'string', 'LastName': 'string', 'Address': 'string', 'ZipCode': 'string', 'Unit': 'string', 'City': 'string', 'State': 'string', 'Country': 'string'}, 'Profile Info': {'App': 'number', 'ProfileMap': {'PlatformInfo': [{'Description': 'string', 'Name': 'string', 'Platform': 'string', 'Profile Photo': 'string'}], 'bioDescription': 'string', 'birthDate': 'string', 'emailAddress': 'string', 'likesReceived': 'string', 'profilePhoto': 'string', 'profileVideo': 'string', 'telephoneNumber': 'string', 'userName': 'string'}}}",AI-Moji,CreateDate,,,,,string,"{'CreateDate': 'string', 'AIMojiList': 'object'}",string,,,
Profile,"{'AI-Moji': {'CreateDate': 'string', 'AIMojiList': 'object'}, 'Autofill': {'PhoneNumber': 'string', 'Email': 'string', 'FirstName': 'string', 'LastName': 'string', 'Address': 'string', 'ZipCode': 'string', 'Unit': 'string', 'City': 'string', 'State': 'string', 'Country': 'string'}, 'Profile Info': {'App': 'number', 'ProfileMap': {'PlatformInfo': [{'Description': 'string', 'Name': 'string', 'Platform': 'string', 'Profile Photo': 'string'}], 'bioDescription': 'string', 'birthDate': 'string', 'emailAddress': 'string', 'likesReceived': 'string', 'profilePhoto': 'string', 'profileVideo': 'string', 'telephoneNumber': 'string', 'userName': 'string'}}}",AI-Moji,AIMojiList,,,,,object,"{'CreateDate': 'string', 'AIMojiList': 'object'}",object,,,
